sampledate,depth,wtemp,o2
8/17/10,17,11.7,0.1
8/17/10,18,11.6,0.1
8/30/10,0,22.8,8.4
8/30/10,1,22.8,8.5
8/30/10,2,22.7,8.5
8/30/10,3,22.5,8.5
8/30/10,4,22.3,8.5
8/30/10,5,22.3,8.5
8/30/10,6,22.2,8.5
8/30/10,7,22.1,8.5
8/30/10,8,22.1,8.5
8/30/10,9,22.1,8.4
8/30/10,10,21,7.7
8/30/10,11,16.3,4
8/30/10,12,13.7,0.8
8/30/10,13,13.2,0.5
8/30/10,14,12.4,0.2
8/30/10,15,11.9,0.1
8/30/10,16,11.7,0
8/30/10,17,11.6,0
8/30/10,18,11.6,0
9/15/10,0,17.1,8.6
9/15/10,1,17.3,8.2
9/15/10,2,17.4,8.1
9/15/10,3,17.4,8.1
9/15/10,4,17.4,8.1
9/15/10,5,17.4,8.1
9/15/10,6,17.4,8.1
9/15/10,7,17.4,8
9/15/10,8,17.4,8
9/15/10,9,17.4,8
9/15/10,10,17.4,8
9/15/10,11,17.3,8
9/15/10,12,16.9,7
9/15/10,13,14.5,0.4
9/15/10,14,12.7,0.1
9/15/10,15,12.1,0.1
9/15/10,16,11.8,0.1
9/15/10,17,11.6,0.1
9/15/10,18,11.5,0.1
9/27/10,0,15.4,8.9
9/27/10,1,15.3,8.9
9/27/10,2,15.3,8.9
9/27/10,3,15.2,8.8
9/27/10,4,15.2,8.7
9/27/10,5,15.2,8.7
9/27/10,6,15.2,8.7
9/27/10,7,15.2,8.6
9/27/10,8,15.2,8.6
9/27/10,9,15.2,8.6
9/27/10,10,15.2,8.5
9/27/10,11,15.2,8.5
9/27/10,12,15.1,8.5
9/27/10,13,15.1,8.5
9/27/10,14,14.9,7.6
9/27/10,15,14.9,7.4
9/27/10,16,14.3,5.1
9/27/10,17,12.2,0.4
9/27/10,18,11.6,0.2
10/14/10,0,14.3,9.4
10/14/10,1,14.3,9.4
10/14/10,2,14.3,9.4
10/14/10,3,14.3,9.4
10/14/10,4,14.3,9.3
10/14/10,5,14.3,9.4
10/14/10,6,14.3,9.3
10/14/10,7,14.3,9
10/14/10,8,14.2,8.4
10/14/10,9,14.1,8
10/14/10,10,14,7.7
10/14/10,11,14,7.4
10/14/10,12,13.8,5.8
10/14/10,13,13.8,5.7
10/14/10,14,13.8,5.2
10/14/10,15,13.8,4.7
10/14/10,16,13.8,4.6
10/14/10,17,13.7,4.2
10/14/10,18,13.7,3.3
10/29/10,0,9.8,9.5
10/29/10,1,9.8,9.3
10/29/10,2,9.8,9.3
10/29/10,3,9.8,9.3
10/29/10,4,9.8,9.3
10/29/10,5,9.8,9.3
10/29/10,6,9.8,9.3
10/29/10,7,9.8,9.3
10/29/10,8,9.8,9.3
10/29/10,9,9.8,9.3
10/29/10,10,9.8,9.3
10/29/10,11,9.8,9.3
10/29/10,12,9.8,9.3
10/29/10,13,9.8,9.3
10/29/10,14,9.8,9.3
10/29/10,15,9.8,9.3
10/29/10,16,9.8,9.2
10/29/10,17,9.8,9.2
10/29/10,18,9.7,9.2
11/11/10,0,7.8,11.2
11/11/10,1,7.8,11.2
11/11/10,2,7.8,11.2
11/11/10,3,7.8,11.2
11/11/10,4,7.8,11.2
11/11/10,5,7.7,11.2
11/11/10,6,7.7,11.2
11/11/10,7,7.7,11.2
11/11/10,8,7.7,11.2
11/11/10,9,7.7,11.2
11/11/10,10,7.7,11.2
11/11/10,11,7.7,11.2
11/11/10,12,7.7,11.2
11/11/10,13,7.7,11.2
11/11/10,14,7.7,11.2
11/11/10,15,7.7,11.2
11/11/10,16,7.7,11.2
11/11/10,17,7.7,11.2
11/11/10,18,7.7,11.2
11/11/10,19,7.7,11.2
1/14/11,0,3,15
1/14/11,1,1.3,13.6
1/14/11,2,1.8,12.5
1/14/11,3,2,11.7
1/14/11,4,2,11.7
1/14/11,5,2.1,11.5
1/14/11,6,2.2,11.5
1/14/11,7,2.3,11.3
1/14/11,8,2.4,10.9
1/14/11,9,2.5,10.6
1/14/11,10,2.7,9.6
1/14/11,11,2.9,9.4
1/14/11,12,3,9.3
1/14/11,13,3.2,7.2
1/14/11,14,3.3,6.8
1/14/11,15,3.3,6.4
1/14/11,16,3.9,1.6
1/14/11,17,4.2,0.5
1/14/11,18,4.3,0.2
1/14/11,19,4.4,0.3
2/16/11,0,0.7,14.2
2/16/11,1,1.1,13.7
2/16/11,2,1.9,12.1
2/16/11,3,2.1,11.4
2/16/11,4,2.3,11.3
2/16/11,5,2.4,11
2/16/11,6,2.5,10.8
2/16/11,7,2.7,10.1
2/16/11,8,2.9,9.6
2/16/11,9,3,9
2/16/11,10,3.2,8.1
2/16/11,11,3.2,7.3
2/16/11,12,3.3,6.6
2/16/11,13,3.5,5.2
2/16/11,14,3.6,5.1
2/16/11,15,3.6,4.8
2/16/11,16,4.2,0.8
2/16/11,17,4.5,0.3
2/16/11,18,4.6,0.2
3/22/11,0,0.9,14.2
3/22/11,1,1.6,14.3
3/22/11,2,3,11.4
3/22/11,3,3.2,11.4
3/22/11,4,3.2,11.4
3/22/11,5,3.3,10.7
3/22/11,6,3.3,10.3
3/22/11,7,3.4,9.3
3/22/11,8,3.5,9
3/22/11,9,3.5,8.9
3/22/11,10,3.7,7.6
3/22/11,11,3.7,6.7
3/22/11,12,3.9,5.6
3/22/11,13,4,4.8
3/22/11,14,4.2,3.5
3/22/11,15,4.5,0.5
3/22/11,16,4.5,0.3
3/22/11,17,4.6,0.2
3/22/11,18,4.8,0.1
3/22/11,19,5.2,0.1
5/5/11,0,6.1,11
5/5/11,1,6,11
5/5/11,2,5.9,11
5/5/11,3,5.8,11
5/5/11,4,5.7,11
5/5/11,5,5.7,10.9
5/5/11,6,5.5,10.9
5/5/11,7,5.5,10.9
5/5/11,8,5.4,10.9
5/5/11,9,5.4,10.9
5/5/11,10,5.4,10.8
5/5/11,11,5.4,10.8
5/5/11,12,5.3,10.8
5/5/11,13,5.3,10.8
5/5/11,14,5.3,10.7
5/5/11,15,5.2,10.7
5/5/11,16,5.1,10.6
5/5/11,17,5,10.5
5/5/11,18,4.8,10.3
5/17/11,0,9.7,10.9
5/17/11,1,9.6,10.9
5/17/11,2,9.5,10.9
5/17/11,3,9.3,11
5/17/11,4,9.1,11
5/17/11,5,9.1,11
5/17/11,6,9,11
5/17/11,7,9,11
5/17/11,8,8.8,10.9
5/17/11,9,8.3,10.8
5/17/11,10,8.2,10.9
5/17/11,11,7.5,10.5
5/17/11,12,7.5,10.4
5/17/11,13,7.3,10
5/17/11,14,7.2,9.9
5/17/11,15,7.1,9.8
5/17/11,16,7.1,9.7
5/17/11,17,7,9.5
5/17/11,18,6.8,8.6
5/31/11,0,14.9,9.8
5/31/11,1,14.8,9.8
5/31/11,2,14.7,9.8
5/31/11,3,14.6,9.8
5/31/11,4,14.6,9.8
5/31/11,5,14.5,9.8
5/31/11,6,14.4,9.8
5/31/11,7,14.3,9.8
5/31/11,8,10.6,10.6
5/31/11,9,9.9,10.8
5/31/11,10,9,10.2
5/31/11,11,8.7,9.9
5/31/11,12,8.5,9.4
5/31/11,13,8.3,8.8
5/31/11,14,8.2,8.3
5/31/11,15,8,7.7
5/31/11,16,7.8,6.7
5/31/11,17,7.8,6.3
5/31/11,18,7.8,6
6/14/11,0,19.1,9.5
6/14/11,1,19,9.5
6/14/11,2,19,9.5
6/14/11,3,18.9,9.5
6/14/11,4,18.9,9.5
6/14/11,5,18.7,9.5
6/14/11,6,17.8,9.6
6/14/11,7,16.5,10
6/14/11,8,14.7,10.3
6/14/11,9,13.9,10.4
6/14/11,10,13.2,10.4
6/14/11,11,11.4,9.9
6/14/11,12,10.5,9
6/14/11,13,9.7,7.5
6/14/11,14,9.4,6.9
6/14/11,15,9,5.9
6/14/11,16,8.9,4.4
6/14/11,17,8.8,3.9
6/14/11,18,8.7,2.2
7/1/11,0,21.5,8.7
7/1/11,1,21.2,8.8
7/1/11,2,20.9,8.8
7/1/11,3,20.8,8.8
7/1/11,4,20.8,8.8
7/1/11,5,19.8,8.8
7/1/11,6,19.2,8.6
7/1/11,7,18.8,8.7
7/1/11,8,17.7,8.5
7/1/11,9,15.7,8.6
7/1/11,10,14,8.6
7/1/11,11,12,8.1
7/1/11,12,11.1,6.8
7/1/11,13,10.4,5.1
7/1/11,14,9.6,3.3
7/1/11,15,9.4,2.3
7/1/11,16,9.1,1.5
7/1/11,17,9.1,1.2
7/1/11,18,9.1,1
7/1/11,19,,
7/12/11,0,24.1,8.5
7/12/11,1,24.1,8.5
7/12/11,2,24.1,8.5
7/12/11,3,24.1,8.5
7/12/11,4,24.1,8.5
7/12/11,5,23.1,8.9
7/12/11,6,21,9.3
7/12/11,7,19.7,9.2
7/12/11,8,18.4,8.9
7/12/11,9,16.9,9.3
7/12/11,10,14.3,9
7/12/11,11,12.8,8.1
7/12/11,12,11.5,6.3
7/12/11,13,10.6,3.7
7/12/11,14,10,2.2
7/12/11,15,9.7,1.4
7/12/11,16,9.5,0.8
7/12/11,17,9.4,0.6
7/12/11,18,9.4,0.6
7/27/11,0,24.3,8.4
7/27/11,1,24.3,8.4
7/27/11,2,24.3,8.3
7/27/11,3,24.4,8.3
7/27/11,4,24.4,8.3
7/27/11,5,24.4,8.3
7/27/11,6,24.3,8.3
7/27/11,7,22.5,8.9
7/27/11,8,19.8,8.7
7/27/11,9,17.5,9.3
7/27/11,10,15.5,9.1
7/27/11,11,13.6,8
7/27/11,12,12.1,5.6
7/27/11,13,10.8,2.3
7/27/11,14,10.3,1.4
7/27/11,15,10,0.8
7/27/11,16,9.8,0.6
7/27/11,17,9.7,0.5
7/27/11,18,9.6,0.5
8/9/11,0,24.2,8.5
8/9/11,1,24.3,8.4
8/9/11,2,24.3,8.4
8/9/11,3,24.3,8.4
8/9/11,4,24.3,8.4
8/9/11,5,24.3,8.4
8/9/11,6,24.3,8.4
8/9/11,7,24.1,8.3
8/9/11,8,21.9,8.9
8/9/11,9,19.1,8.9
8/9/11,10,16.1,9.1
8/9/11,11,13.5,6.9
8/9/11,12,12.3,4.6
8/9/11,13,11.1,1.4
8/9/11,14,10.4,0.7
8/9/11,15,10,0.5
8/9/11,16,9.8,0.4
8/9/11,17,9.7,0.4
8/9/11,18,9.6,0.4
8/23/11,0,22.7,8.4
8/23/11,1,22.7,8.4
8/23/11,2,22.7,8.4
8/23/11,3,22.7,8.4
8/23/11,4,22.7,8.3
8/23/11,5,22.6,8.3
8/23/11,6,22.6,8.3
8/23/11,7,22.5,8.3
8/23/11,8,22.5,8.3
8/23/11,9,22.1,8.3
8/23/11,10,16.6,9.1
8/23/11,11,14.4,7.5
8/23/11,12,12.7,4
8/23/11,13,11.2,1.1
8/23/11,14,10.5,0.6
8/23/11,15,10.1,0.6
8/23/11,16,9.9,0.4
8/23/11,17,9.7,0.4
8/23/11,18,9.7,0.4
9/6/11,0,20.9,8.6
9/6/11,1,20.9,8.5
9/6/11,2,20.8,8.5
9/6/11,3,20.8,8.5
9/6/11,4,20.8,8.5
9/6/11,5,20.8,8.5
9/6/11,6,20.7,8.4
9/6/11,7,20.7,8.4
9/6/11,8,20.7,8.4
9/6/11,9,20.6,8.3
9/6/11,10,19.8,8.1
9/6/11,11,15.4,6.7
9/6/11,12,13,2.7
9/6/11,13,11.8,1.4
9/6/11,14,10.9,0.6
9/6/11,15,10.2,0.5
9/6/11,16,9.9,0.5
9/6/11,17,9.8,0.5
9/6/11,18,9.7,0.4
9/19/11,0,18.2,8.7
9/19/11,1,18.1,8.7
9/19/11,2,18.1,8.7
9/19/11,3,18,8.7
9/19/11,4,18,8.7
9/19/11,5,17.9,8.6
9/19/11,6,17.9,8.6
9/19/11,7,17.8,8.5
9/19/11,8,17.8,8.5
9/19/11,9,17.7,8.4
9/19/11,10,17.6,8.4
9/19/11,11,14.5,4.1
9/19/11,12,12.2,1.5
9/19/11,13,11.1,0.7
9/19/11,14,10.5,0.6
9/19/11,15,10.1,0.5
9/19/11,16,9.9,0.5
9/19/11,17,9.7,0.5
9/19/11,18,9.6,0.4
10/3/11,0,15.2,9
10/3/11,1,15.1,9
10/3/11,2,15,8.9
10/3/11,3,14.9,8.9
10/3/11,4,14.7,8.9
10/3/11,5,14.6,8.8
10/3/11,6,14.5,8.8
10/3/11,7,14.5,8.8
10/3/11,8,14.5,8.8
10/3/11,9,14.4,8.7
10/3/11,10,14.4,8.7
10/3/11,11,14.3,8.4
10/3/11,12,14.2,8.4
10/3/11,13,13.8,7.4
10/3/11,14,12.9,4.5
10/3/11,15,10.8,0.8
10/3/11,16,10,0.6
10/3/11,17,9.9,0.6
10/3/11,18,9.8,0.5
10/18/11,0,12.4,9.6
10/18/11,1,12.5,9.6
10/18/11,2,12.5,9.5
10/18/11,3,12.5,9.5
10/18/11,4,12.5,9.5
10/18/11,5,12.5,9.4
10/18/11,6,12.5,9.4
10/18/11,7,12.5,9.4
10/18/11,8,12.5,9.4
10/18/11,9,12.5,9.3
10/18/11,10,12.5,9.2
10/18/11,11,12.5,9.1
10/18/11,12,12.4,9.1
10/18/11,13,12.3,9
10/18/11,14,12.3,9
10/18/11,15,12.2,9
10/18/11,16,12.2,9
10/18/11,17,12.2,9
10/18/11,18,12.2,9
11/1/11,0,9.4,9.6
11/1/11,1,9.2,9.7
11/1/11,2,9.2,9.6
11/1/11,3,9.1,9.6
11/1/11,4,9.1,9.6
11/1/11,5,9.1,9.6
11/1/11,6,9.1,9.6
11/1/11,7,9.1,9.6
11/1/11,8,9.1,9.6
11/1/11,9,9.1,9.5
11/1/11,10,9.1,9.5
11/1/11,11,9.1,9.5
11/1/11,12,9,9.5
11/1/11,13,9,9.5
11/1/11,14,9,9.5
11/1/11,15,9,9.4
11/1/11,16,9,9.4
11/1/11,17,9,9.4
11/1/11,18,9,9.4
11/15/11,0,6.2,11.1
11/15/11,1,6.2,11.1
11/15/11,2,6.2,11.1
11/15/11,3,6.2,11
11/15/11,4,6.1,11
11/15/11,5,6.1,11
11/15/11,6,6.1,11
11/15/11,7,6.1,10.9
11/15/11,8,6.1,10.9
11/15/11,9,6.1,10.9
11/15/11,10,6.1,10.8
11/15/11,11,6.1,10.8
11/15/11,12,6.1,10.8
11/15/11,13,6.1,10.7
11/15/11,14,6,10.7
11/15/11,15,6,10.7
11/15/11,16,6,10.7
11/15/11,17,6,10.6
11/15/11,18,5.9,10.7
1/11/12,0,2.5,11.9
1/11/12,1,2.4,12
1/11/12,2,3.2,11.3
1/11/12,3,3.2,11.3
1/11/12,4,3.3,10.8
1/11/12,5,3.4,10.6
1/11/12,6,3.4,10.6
1/11/12,7,3.6,10.5
1/11/12,8,3.6,10.5
1/11/12,9,3.7,10.3
1/11/12,10,3.8,9.7
1/11/12,11,3.9,9
1/11/12,12,4,8.2
1/11/12,13,4.1,7.9
1/11/12,14,4.3,7
1/11/12,15,4.4,6.1
1/11/12,16,4.4,6.6
1/11/12,17,4.5,4.6
1/11/12,18,4.7,1.3
2/20/12,0,1.7,11.8
2/20/12,1,1.7,11.8
2/20/12,2,2.8,11.2
2/20/12,3,3.3,10.8
2/20/12,4,3.5,10.4
2/20/12,5,3.7,9.9
2/20/12,6,3.8,9.5
2/20/12,7,3.9,9.1
2/20/12,8,4,8.8
2/20/12,9,4.1,8.3
2/20/12,10,4.3,7.5
2/20/12,11,4.3,6.7
2/20/12,12,4.3,6.5
2/20/12,13,4.4,5.8
2/20/12,14,4.5,5.4
2/20/12,15,4.6,5.2
2/20/12,16,4.8,1.7
2/20/12,17,4.8,1.4
2/20/12,18,4.9,0.8
4/3/12,0,7,11.4
4/3/12,1,6.9,11.4
4/3/12,2,6.9,11.4
4/3/12,3,6.8,11.4
4/3/12,4,6.8,11.4
4/3/12,5,6.8,11.4
4/3/12,6,6.7,11.4
4/3/12,7,6.6,11.4
4/3/12,8,6.6,11.4
4/3/12,9,6.6,11.3
4/3/12,10,6.6,11.3
4/3/12,11,6.6,11.3
4/3/12,12,6.5,11.3
4/3/12,13,6.5,11.2
4/3/12,14,6.4,11.2
4/3/12,15,6.4,11.2
4/3/12,16,6.4,11.2
4/3/12,17,6.2,10.9
4/3/12,18,6.2,10.7
4/19/12,0,8.4,11.1
4/19/12,1,8.3,11.1
4/19/12,2,8.3,11.1
4/19/12,3,8.2,11.2
4/19/12,4,8.2,11.2
4/19/12,5,8.2,11.2
4/19/12,6,8.1,11.2
4/19/12,7,8.1,11.1
4/19/12,8,8.1,11.1
4/19/12,9,8.1,11.1
4/19/12,10,8.1,11.1
4/19/12,11,8.1,11.1
4/19/12,12,8.1,11
4/19/12,13,8.1,11
4/19/12,14,8,11
4/19/12,15,8,11
4/19/12,16,8,11
4/19/12,17,8,10.9
4/19/12,18,8,10.8
4/30/12,0,10.1,11.1
4/30/12,1,10.1,11.1
4/30/12,2,10.1,11.1
4/30/12,3,10,11.1
4/30/12,4,9.9,11.1
4/30/12,5,9.8,11.1
4/30/12,6,9.7,11
4/30/12,7,9.6,11
4/30/12,8,9.3,11
4/30/12,9,9.2,10.9
4/30/12,10,9.1,10.9
4/30/12,11,9,10.8
4/30/12,12,9,10.7
4/30/12,13,8.8,10.6
4/30/12,14,8.7,10.3
4/30/12,15,8.6,10.2
4/30/12,16,8.4,9.3
4/30/12,17,8.4,9.1
4/30/12,18,8.4,8.7
5/17/12,0,15.6,10.3
5/17/12,1,15.5,10.3
5/17/12,2,15.4,10.2
5/17/12,3,15.3,10.2
5/17/12,4,15.2,10.2
5/17/12,5,15.2,10.2
5/17/12,6,15.2,10.2
5/17/12,7,13.8,10.7
5/17/12,8,12.2,10.9
5/17/12,9,11.6,10.8
5/17/12,10,10.9,10.7
5/17/12,11,10.3,10.5
5/17/12,12,10,9.7
5/17/12,13,9.5,8.5
5/17/12,14,9.5,8.4
5/17/12,15,9.4,8.1
5/17/12,16,9.3,7.7
5/17/12,17,9.3,7.6
5/17/12,18,9.3,7.4
5/29/12,0,17.8,9.4
5/29/12,1,17.8,9.4
5/29/12,2,17.8,9.4
5/29/12,3,17.8,9.4
5/29/12,4,17.8,9.4
5/29/12,5,17.7,9.4
5/29/12,6,17.7,9.4
5/29/12,7,17.7,9.4
5/29/12,8,17.7,9.3
5/29/12,9,17.6,9.3
5/29/12,10,15.2,9.4
5/29/12,11,10.9,9.5
5/29/12,12,10.4,9
5/29/12,13,10.1,8.1
5/29/12,14,10,7.6
5/29/12,15,9.9,7
5/29/12,16,9.8,6.8
5/29/12,17,9.8,6.5
5/29/12,18,9.7,6.1
6/13/12,0,20.2,8.9
6/13/12,1,20.2,8.9
6/13/12,2,20.2,8.9
6/13/12,3,20.2,8.9
6/13/12,4,20.2,8.9
6/13/12,5,20.1,8.9
6/13/12,6,20.1,8.9
6/13/12,7,20.1,8.8
6/13/12,8,19.3,9
6/13/12,9,17.2,9.5
6/13/12,10,14.9,9.4
6/13/12,11,12.6,8.9
6/13/12,12,11.6,8.3
6/13/12,13,10.8,7
6/13/12,14,10.4,5.9
6/13/12,15,10.2,5
6/13/12,16,10.2,4.4
6/13/12,17,10.1,4.2
6/13/12,18,10.1,3.8
6/25/12,0,21.4,8.8
6/25/12,1,21.4,8.8
6/25/12,2,21.3,8.8
6/25/12,3,21.3,8.8
6/25/12,4,21.3,8.8
6/25/12,5,21.2,8.7
6/25/12,6,21,8.7
6/25/12,7,20.9,8.6
6/25/12,8,19.8,8.5
6/25/12,9,18.8,8.5
6/25/12,10,16.4,8.6
6/25/12,11,13.5,8.1
6/25/12,12,12,7.3
6/25/12,13,11.4,6.3
6/25/12,14,10.8,4.5
6/25/12,15,10.5,3.5
6/25/12,16,10.3,2.3
6/25/12,17,10.3,2.1
6/25/12,18,10.3,1.9
7/10/12,0,26.2,8.4
7/10/12,1,25.8,8.5
7/10/12,2,25.6,8.4
7/10/12,3,25.5,8.4
7/10/12,4,25.4,8.4
7/10/12,5,25.3,8.4
7/10/12,6,25.2,8.4
7/10/12,7,23,9.3
7/10/12,8,21.9,9.5
7/10/12,9,20.1,9.3
7/10/12,10,17.6,9.4
7/10/12,11,15.7,8.2
7/10/12,12,13.2,6.5
7/10/12,13,11.8,4.3
7/10/12,14,11.3,2.6
7/10/12,15,10.8,1
7/10/12,16,10.7,0.6
7/10/12,17,10.6,0.4
7/10/12,18,10.6,0.3
7/23/12,0,25.8,8.2
7/23/12,1,25.8,8.2
7/23/12,2,25.8,8.2
7/23/12,3,25.8,8.2
7/23/12,4,25.7,8.3
7/23/12,5,25.5,8.4
7/23/12,6,25.4,8.5
7/23/12,7,25.2,8.4
7/23/12,8,23.9,8.9
7/23/12,9,21.2,9.3
7/23/12,10,18.7,9.5
7/23/12,11,15.8,8.2
7/23/12,12,13.4,5.5
7/23/12,13,12.3,3.5
7/23/12,14,11.5,1.4
7/23/12,15,11.1,0.6
7/23/12,16,10.9,0.3
7/23/12,17,10.8,0.2
7/23/12,18,10.7,0.2
8/9/12,0,23,8.4
8/9/12,1,23.1,8.4
8/9/12,2,23.1,8.3
8/9/12,3,23.2,8.3
8/9/12,4,23.2,8.3
8/9/12,5,23.2,8.3
8/9/12,6,23.2,8.3
8/9/12,7,23.2,8.3
8/9/12,8,23.2,8.2
8/9/12,9,23.1,8.2
8/9/12,10,21,8.4
8/9/12,11,16.4,7.6
8/9/12,12,14.4,5.4
8/9/12,13,12.6,1.7
8/9/12,14,11.7,0.6
8/9/12,15,11.2,0.2
8/9/12,16,10.8,0.2
8/9/12,17,10.7,0.2
8/9/12,18,10.7,0.2
8/20/12,0,21.3,8.6
8/20/12,1,21.3,8.6
8/20/12,2,21.3,8.5
8/20/12,3,21.3,8.5
8/20/12,4,21.3,8.5
8/20/12,5,21.3,8.5
8/20/12,6,21.2,8.4
8/20/12,7,21.2,8.4
8/20/12,8,21.2,8.4
8/20/12,9,21.2,8.3
8/20/12,10,21.1,8.3
8/20/12,11,18.2,7.4
8/20/12,12,14.4,4
8/20/12,13,13,1.2
8/20/12,14,12,0.6
8/20/12,15,11.3,0.2
8/20/12,16,10.9,0.2
8/20/12,17,10.6,0.2
8/20/12,18,10.5,0.1
8/20/12,19,,
9/4/12,0,22.5,8.6
9/4/12,1,22.5,8.6
9/4/12,2,22.5,8.6
9/4/12,3,22.5,8.5
9/4/12,4,22.5,8.5
9/4/12,5,22.5,8.5
9/4/12,6,22.5,8.5
9/4/12,7,22.3,8.3
9/4/12,8,22.1,8.2
9/4/12,9,21.9,8
9/4/12,10,20.8,7.1
9/4/12,11,19.6,6.1
9/4/12,12,15.4,2.8
9/4/12,13,13.3,0.6
9/4/12,14,12.4,0.3
9/4/12,15,11.5,0.2
9/4/12,16,11.2,0.2
9/4/12,17,11,0.2
9/4/12,18,10.7,0.2
9/17/12,0,18.8,8.7
9/17/12,1,18.8,8.6
9/17/12,2,18.9,8.6
9/17/12,3,18.9,8.6
9/17/12,4,18.9,8.5
9/17/12,5,18.9,8.5
9/17/12,6,18.9,8.5
9/17/12,7,18.9,8.5
9/17/12,8,18.9,8.5
9/17/12,9,18.9,8.4
9/17/12,10,18.9,8.4
9/17/12,11,18.9,8.4
9/17/12,12,18.2,6.4
9/17/12,13,15.9,1.7
9/17/12,14,12.5,0.3
9/17/12,15,11.6,0.2
9/17/12,16,11.2,0.2
9/17/12,17,11,0.2
9/17/12,18,10.9,0.2
10/1/12,0,15.4,9.7
10/1/12,1,15.3,9.7
10/1/12,2,15.2,9.7
10/1/12,3,15.1,9.7
10/1/12,4,15,9.7
10/1/12,5,15,9.7
10/1/12,6,15,9.6
10/1/12,7,15,9.6
10/1/12,8,14.9,9.5
10/1/12,9,14.8,9.3
10/1/12,10,14.7,9.1
10/1/12,11,14.6,8.5
10/1/12,12,14.5,8.3
10/1/12,13,14.5,7.3
10/1/12,14,14.4,6.7
10/1/12,15,13.5,1.1
10/1/12,16,11.7,0.3
10/1/12,17,11,0.2
10/1/12,18,10.8,0.2
10/17/12,0,10.3,9.6
10/17/12,1,10.2,9.6
10/17/12,2,10.2,9.6
10/17/12,3,10.2,9.5
10/17/12,4,10.2,9.5
10/17/12,5,10.2,9.5
10/17/12,6,10.2,9.5
10/17/12,7,10.1,9.5
10/17/12,8,10.2,9.4
10/17/12,9,10.1,9.4
10/17/12,10,10.1,9.4
10/17/12,11,10.1,9.3
10/17/12,12,10,9.1
10/17/12,13,10,9.1
10/17/12,14,9.9,9.1
10/17/12,15,9.9,9
10/17/12,16,9.9,8.8
10/17/12,17,9.9,8.4
10/17/12,18,9.9,8.2
10/29/12,0,9.1,10.4
10/29/12,1,9.1,10.2
10/29/12,2,9.1,10.1
10/29/12,3,9.1,10
10/29/12,4,9.1,10
10/29/12,5,9.1,9.9
10/29/12,6,9.1,9.9
10/29/12,7,9.1,9.8
10/29/12,8,9.1,9.8
10/29/12,9,9.1,9.8
10/29/12,10,9.1,9.8
10/29/12,11,9,9.8
10/29/12,12,9,9.7
10/29/12,13,9,9.7
10/29/12,14,9,9.6
10/29/12,15,9,9.6
10/29/12,16,9,9.5
10/29/12,17,8.9,9.3
10/29/12,18,8.9,9.2
11/13/12,0,5.5,10.9
11/13/12,1,5.5,10.8
11/13/12,2,5.4,10.8
11/13/12,3,5.4,10.8
11/13/12,4,5.4,10.8
11/13/12,5,5.4,10.7
11/13/12,6,5.4,10.7
11/13/12,7,5.3,10.7
11/13/12,8,5.4,10.7
11/13/12,9,5.4,10.7
11/13/12,10,5.3,10.6
11/13/12,11,5.3,10.6
11/13/12,12,5.4,10.6
11/13/12,13,5.4,10.6
11/13/12,14,5.4,10.6
11/13/12,15,5.3,10.6
11/13/12,16,5.3,10.5
11/13/12,17,5.3,10.5
11/13/12,18,5.3,10.5
11/13/12,19,,
1/18/13,0,0.4,15.1
1/18/13,1,2,12.8
1/18/13,2,2.2,12.5
1/18/13,3,2.2,12.3
1/18/13,4,2.3,12
1/18/13,5,2.3,11.8
1/18/13,6,2.4,11.5
1/18/13,7,2.5,11.3
1/18/13,8,2.5,11.3
1/18/13,9,2.6,10.8
1/18/13,10,2.7,10.6
1/18/13,11,2.8,9.8
1/18/13,12,3,9.3
1/18/13,13,3.1,8.5
1/18/13,14,3.2,8.6
1/18/13,15,3.3,8.6
1/18/13,16,3.6,5.2
1/18/13,17,3.7,3.6
1/18/13,18,3.8,0.8
2/22/13,0,0.3,13.4
2/22/13,1,1.1,13.2
2/22/13,2,2.1,12.5
2/22/13,3,2.3,12.1
2/22/13,4,2.5,11.7
2/22/13,5,2.6,11.1
2/22/13,6,2.7,10.9
2/22/13,7,2.8,10.6
2/22/13,8,2.9,10.5
2/22/13,9,3,10.3
2/22/13,10,3.1,9.9
2/22/13,11,3.3,8.8
2/22/13,12,3.4,8.5
2/22/13,13,3.5,8
2/22/13,14,3.6,7.2
2/22/13,15,3.7,6.8
2/22/13,16,3.9,3.7
2/22/13,17,4.2,1.7
2/22/13,18,4.4,0.6
3/29/13,0,0.4,12.4
3/29/13,1,0.7,12.6
3/29/13,2,1.9,12
3/29/13,3,2.4,11.9
3/29/13,4,2.6,11.8
3/29/13,5,2.8,10.3
3/29/13,6,3,9.8
3/29/13,7,3.1,9.3
3/29/13,8,3.2,9.2
3/29/13,9,3.3,8.7
3/29/13,10,3.4,8.4
3/29/13,11,3.5,7
3/29/13,12,3.6,6.5
3/29/13,13,3.7,6.4
3/29/13,14,3.8,5.4
3/29/13,15,4,2.8
3/29/13,16,4.4,0.8
3/29/13,17,4.5,0.3
3/29/13,18,4.7,0.3
5/15/13,0,6.8,11.1
5/15/13,1,6.6,11.2
5/15/13,2,6.6,11.1
5/15/13,3,6.5,11.1
5/15/13,4,6.5,11.1
5/15/13,5,6.5,11.1
5/15/13,6,6.4,11.1
5/15/13,7,6.4,11.1
5/15/13,8,6.4,11.1
5/15/13,9,6.2,11.1
5/15/13,10,6,11
5/15/13,11,5.9,11
